time,activity,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z
2463118986,1,0.23809296,5.7643914,12.207453,-0.6128884,0.26657778,0.26657778
2463118996,1,-0.47774255,4.766052,14.177796,-0.6128884,0.26657778,0.26657778
2463118991,1,-0.47774255,4.766052,14.177796,-0.6452642,0.06926847,0.06926847
2463119001,1,-0.47774255,4.766052,14.177796,-0.54080635,-0.05107187,-0.05107187
2463119006,1,-1.2773715,3.8251715,15.188106,-0.54080635,-0.05107187,-0.05107187
2463119010,1,-1.2773715,3.8251715,15.188106,-0.32700378,-0.07917166,-0.07917166
2463119015,1,-2.0770004,3.039907,15.204864,-0.32700378,-0.07917166,-0.07917166
2463119020,1,-2.0770004,3.039907,15.204864,-0.060055878,-0.03274593,-0.03274593
2463119025,1,-2.6060963,2.6161516,14.084426,-0.060055878,-0.03274593,-0.03274593
2463119030,1,-2.6060963,2.6161516,14.084426,0.16779666,0.048499078,0.048499078
2463119034,1,-2.7090425,2.4246235,12.272093,0.16779666,0.048499078,0.048499078
2463119039,1,-2.7090425,2.4246235,12.272093,0.26431328,0.12180284,0.12180284
2463119044,1,-2.4385095,2.3551948,10.948157,0.26431328,0.12180284,0.12180284
2463119049,1,-2.4385095,2.3551948,10.948157,0.20994632,0.17006116,0.17006116
2463119054,1,-1.8064674,2.2043664,10.450184,0.20994632,0.17006116,0.17006116
2463119058,1,-1.8064674,2.2043664,10.450184,0.0511215,0.20182613,0.20182613
2463119063,1,-0.827281,1.9434098,10.375967,0.0511215,0.20182613,0.20182613
2463119068,1,-0.827281,1.9434098,10.375967,-0.1602377,0.21709773,0.21709773
2463119073,1,0.017835885,1.7399114,10.672835,-0.1602377,0.21709773,0.21709773
2463119078,1,0.017835885,1.7399114,10.672835,-0.36670998,0.21954119,0.21954119
2463119083,1,0.30991593,1.6441474,11.223478,-0.36670998,0.21954119,0.21954119
2463119087,1,0.30991593,1.6441474,11.223478,-0.51026314,0.21954119,0.21954119
2463119092,1,0.14711723,1.6058419,11.642445,-0.51026314,0.21954119,0.21954119
2463119097,1,0.14711723,1.6058419,11.642445,-0.5621866,0.23298022,0.23298022
2463119102,1,-0.28621465,1.5914773,11.788485,-0.5621866,0.23298022,0.23298022
2463119107,1,-0.28621465,1.5914773,11.788485,-0.52003694,0.27268642,0.27268642
2463119111,1,-0.80812824,1.6273888,11.623293,-0.52003694,0.27268642,0.27268642
2463119121,1,-1.2007604,1.7135763,11.075044,-0.52003694,0.27268642,0.27268642
2463119116,1,-1.2007604,1.7135763,11.075044,-0.40030754,0.35026625,0.35026625
2463119126,1,-1.2007604,1.7135763,11.075044,-0.22987628,0.46266535,0.46266535
2463119131,1,-1.2342777,1.900316,10.00967,-0.22987628,0.46266535,0.46266535
2463119140,1,-0.9828974,2.266613,8.764739,-0.22987628,0.46266535,0.46266535
2463119135,1,-0.9828974,2.266613,8.764739,-0.050892908,0.58911437,0.58911437
2463119150,1,-0.57590055,2.7885265,7.6921825,-0.050892908,0.58911437,0.58911437
2463119145,1,-0.57590055,2.7885265,7.6921825,0.09815808,0.6929614,0.6929614
2463119160,1,-0.10186905,3.308046,6.7441196,0.09815808,0.6929614,0.6929614
2463119155,1,-0.10186905,3.308046,6.7441196,0.19223124,0.74671745,0.74671745
2463119169,1,0.24288115,3.7054665,5.987584,0.19223124,0.74671745,0.74671745
2463119164,1,0.24288115,3.7054665,5.987584,0.20872459,0.744274,0.744274
2463119174,1,0.24288115,3.7054665,5.987584,0.14947072,0.70029175,0.70029175
2463119179,1,0.43201497,3.9305117,5.6141047,0.14947072,0.70029175,0.70029175
2463119188,1,0.5756608,3.9783938,5.788874,0.14947072,0.70029175,0.70029175
2463119184,1,0.5756608,3.9783938,5.788874,0.03951507,0.63615096,0.63615096
2463119193,1,0.5756608,3.9783938,5.788874,-0.07227318,0.5695667,0.5695667
2463119198,1,0.67381895,3.7988362,6.547803,-0.07227318,0.5695667,0.5695667
2463119203,1,0.67381895,3.7988362,6.547803,-0.12786187,0.50725853,0.50725853
2463119208,1,0.6474838,3.5163329,7.4958663,-0.12786187,0.50725853,0.50725853
2463119212,1,0.6474838,3.5163329,7.4958663,-0.09548604,0.4547241,0.4547241
2463119217,1,0.54693174,3.2050998,8.099179,-0.09548604,0.4547241,0.4547241
2463119227,1,0.4200445,3.0087838,8.108755,-0.09548604,0.4547241,0.4547241
2463119222,1,0.4200445,3.0087838,8.108755,0.013247889,0.42112654,0.42112654
2463119232,1,0.4200445,3.0087838,8.108755,0.161688,0.4131853,0.4131853
2463119236,1,0.3649802,3.0063896,7.7663994,0.161688,0.4131853,0.4131853
2463119241,1,0.3649802,3.0063896,7.7663994,0.31318247,0.4168505,0.4168505
2463119246,1,0.47271463,3.1811588,7.1080227,0.31318247,0.4168505,0.4168505
2463119251,1,0.47271463,3.1811588,7.1080227,0.437188,0.40524408,0.40524408
2463119256,1,0.64269567,3.4876037,6.2174177,0.437188,0.40524408,0.40524408
2463119261,1,0.64269567,3.4876037,6.2174177,0.495831,0.35698575,0.35698575
2463119265,1,0.71691275,3.9089649,5.3244185,0.495831,0.35698575,0.35698575
2463119270,1,0.71691275,3.9089649,5.3244185,0.4665095,0.27390817,0.27390817
2463119275,1,0.78634155,4.220197,4.706741,0.4665095,0.27390817,0.27390817
2463119285,1,0.7360655,4.3877845,4.335656,0.4665095,0.27390817,0.27390817
2463119280,1,0.7360655,4.3877845,4.335656,0.3571647,0.16639596,0.16639596
2463119289,1,0.7360655,4.3877845,4.335656,0.1983399,0.045444753,0.045444753
2463119294,1,0.46313825,4.435666,4.0579405,0.1983399,0.045444753,0.045444753
2463119299,1,0.46313825,4.435666,4.0579405,0.020578265,-0.079782516,-0.079782516
2463119304,1,0.032200485,4.3015966,4.3236856,0.020578265,-0.079782516,-0.079782516
2463119309,1,0.032200485,4.3015966,4.3236856,-0.12664014,-0.18851644,-0.18851644
2463119313,1,-0.4035255,4.04064,5.3723006,-0.12664014,-0.18851644,-0.18851644
2463119318,1,-0.4035255,4.04064,5.3723006,-0.19017008,-0.26243106,-0.26243106
2463119323,1,-0.7865813,3.767713,6.9164944,-0.19017008,-0.26243106,-0.26243106
2463119328,1,-0.7865813,3.767713,6.9164944,-0.15290733,-0.29541776,-0.29541776
2463119333,1,-0.91825676,3.600126,8.293101,-0.15290733,-0.29541776,-0.29541776
2463119338,1,-0.91825676,3.600126,8.293101,-0.03928648,-0.29358518,-0.29358518
2463119342,1,-0.9709269,3.5019681,9.456633,-0.03928648,-0.29358518,-0.29358518
2463119347,1,-0.9709269,3.5019681,9.456633,0.12014921,-0.26304194,-0.26304194
2463119352,1,-0.90389216,3.5690029,9.906724,0.12014921,-0.26304194,-0.26304194
2463119357,1,-0.90389216,3.5690029,9.906724,0.26858935,-0.21783794,-0.21783794
2463119362,1,-0.66208816,3.8993886,9.245952,0.26858935,-0.21783794,-0.21783794
2463119366,1,-0.66208816,3.8993886,9.245952,0.32845408,-0.18973817,-0.18973817
2463119371,1,-0.2072094,4.390178,7.8238583,0.32845408,-0.18973817,-0.18973817
2463119381,1,0.1830287,4.775628,6.514286,0.32845408,-0.18973817,-0.18973817
2463119376,1,0.1830287,4.775628,6.514286,0.24781993,-0.21417275,-0.21417275
2463119386,1,0.1830287,4.775628,6.514286,0.025465183,-0.29114172,-0.29114172
2463119390,1,0.3649802,4.852239,5.6571984,0.025465183,-0.29114172,-0.29114172
2463119400,1,0.32906875,4.5003066,5.288507,0.025465183,-0.29114172,-0.29114172
2463119395,1,0.32906875,4.5003066,5.288507,-0.30134746,-0.3919344,-0.3919344
2463119405,1,0.32906875,4.5003066,5.288507,-0.6819161,-0.46890333,-0.46890333
2463119410,1,0.029806376,3.8754475,5.812815,-0.6819161,-0.46890333,-0.46890333
2463119415,1,0.029806376,3.8754475,5.812815,-1.0209461,-0.48417497,-0.48417497
2463119419,1,-0.44901338,3.355928,6.9978933,-1.0209461,-0.48417497,-0.48417497
2463119424,1,-0.44901338,3.355928,6.9978933,-1.2414683,-0.43958184,-0.43958184
2463119429,1,-0.84882784,3.0590599,8.293101,-1.2414683,-0.43958184,-0.43958184
2463119434,1,-0.84882784,3.0590599,8.293101,-1.3166046,-0.3674998,-0.3674998
2463119439,1,-1.1456962,2.9058375,9.480574,-1.3166046,-0.3674998,-0.3674998
2463119443,1,-1.1456962,2.9058375,9.480574,-1.2652919,-0.28503308,-0.28503308
2463119448,1,-1.3180712,2.9345667,10.79254,-1.2652919,-0.28503308,-0.28503308
2463119453,1,-1.3180712,2.9345667,10.79254,-1.1174628,-0.19218163,-0.19218163
2463119458,1,-1.0714791,3.2146764,11.924949,-1.1174628,-0.19218163,-0.19218163
2463119463,1,-1.0714791,3.2146764,11.924949,-0.90793604,-0.095665,-0.095665
2463119467,1,-0.18566251,3.396628,12.116477,-0.90793604,-0.095665,-0.095665
2463119477,1,0.7384596,3.3678985,11.573016,-0.90793604,-0.095665,-0.095665
2463119472,1,0.7384596,3.3678985,11.573016,-0.6971877,-0.038243715,-0.038243715
2463119482,1,0.7384596,3.3678985,11.573016,-0.5615758,-0.03885458,-0.03885458
2463119487,1,1.1933384,3.401416,10.627347,-0.5615758,-0.03885458,-0.03885458
2463119491,1,1.1933384,3.401416,10.627347,-0.5475259,-0.08039338,-0.08039338
2463119496,1,1.3968368,3.4708447,10.081493,-0.5475259,-0.08039338,-0.08039338
2463119501,1,1.3968368,3.4708447,10.081493,-0.62571657,-0.1598058,-0.1598058
2463119506,1,1.4734478,3.1620061,10.450184,-0.62571657,-0.1598058,-0.1598058
2463119511,1,1.4734478,3.1620061,10.450184,-0.7069616,-0.25448984,-0.25448984
2463119516,1,1.3465607,2.431806,11.532317,-0.7069616,-0.25448984,-0.25448984
2463119520,1,1.3465607,2.431806,11.532317,-0.69168997,-0.30702418,-0.30702418
2463119525,1,1.1095449,1.6656944,12.327158,-0.69168997,-0.30702418,-0.30702418
2463119535,1,1.0018104,1.1509632,12.109295,-0.69168997,-0.30702418,-0.30702418
2463119530,1,1.0018104,1.1509632,12.109295,-0.55791056,-0.29175258,-0.29175258
2463119540,1,1.0018104,1.1509632,12.109295,-0.36732084,-0.2551007,-0.2551007
2463119544,1,1.305861,0.81818336,11.314454,-0.36732084,-0.2551007,-0.2551007
2463119549,1,1.305861,0.81818336,11.314454,-0.1913918,-0.2569333,-0.2569333
2463119554,1,1.8948092,0.47582722,10.653683,-0.1913918,-0.2569333,-0.2569333
2463119564,1,2.1150665,0.21008226,10.086281,-0.1913918,-0.2569333,-0.2569333
2463119559,1,2.1150665,0.21008226,10.086281,-0.06921886,-0.30580246,-0.30580246
2463119573,1,2.1940718,0.037707154,9.32017,-0.06921886,-0.30580246,-0.30580246
2463119568,1,2.1940718,0.037707154,9.32017,-0.030734371,-0.36139116,-0.36139116
2463119578,1,2.1940718,0.037707154,9.32017,-0.08876653,-0.39926478,-0.39926478
2463119583,1,2.273077,-0.07481548,8.56124,-0.08876653,-0.39926478,-0.39926478
2463119588,1,2.273077,-0.07481548,8.56124,-0.22132418,-0.42553195,-0.42553195
2463119593,1,2.225195,-0.22085549,8.087209,-0.22132418,-0.42553195,-0.42553195
2463119597,1,2.225195,-0.22085549,8.087209,-0.3856468,-0.44324702,-0.44324702
